,Board,Tech,Subject,Grade,Week,Day,Lesson Name,Total Clicks in a Month,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7
1125,CBSE,Low Tech,EVS,G4,W3,D1,Life and habits of elephants,6126,65,76,79,29,63,42,187
1126,CBSE,Low Tech,EVS,G4,W3,D2,Advantages and disadvantages of living in groups,5071,29,27,70,90,67,147,51
1127,CBSE,Low Tech,EVS,G4,W3,D3,Life of some animals in herds,6018,24,93,55,36,95,70,189
1128,CBSE,Low Tech,EVS,G4,W3,D4,Domestication of animals,4826,32,67,25,92,84,163,64
1129,CBSE,Low Tech,EVS,G4,W3,D5,Animals,6041,18,81,59,24,18,72,125
1130,CBSE,Low Tech,English,G5,W3,D1,the story ,5996,22,90,36,75,63,138,128
1131,CBSE,Low Tech,English,G5,W3,D2,the story ,5896,19,94,78,37,27,142,163
1132,CBSE,Low Tech,English,G5,W3,D3,story sequencing,6307,41,71,84,49,68,75,172
1133,CBSE,Low Tech,English,G5,W3,D4,nouns and verbs,4031,28,66,100,50,59,56,77
1134,CBSE,Low Tech,English,G5,W3,D5,the story ,5735,96,73,51,95,97,88,107
1135,CBSE,Low Tech,Math,G5,W3,D1,Angles in names,5352,67,43,32,37,12,194,187
1136,CBSE,Low Tech,Math,G5,W3,D2,Angles in hands of clock,5581,67,94,34,22,29,168,182
1137,CBSE,Low Tech,Math,G5,W3,D3,Making and using a degree clock,5097,90,86,84,71,27,174,50
1138,CBSE,Low Tech,Math,G5,W3,D4,Using a 'D' to measure angles,6142,33,37,59,80,77,93,176
1139,CBSE,Low Tech,Math,G5,W3,D5,Using a 'D' to measure angles,5557,96,53,79,23,37,88,96
1140,CBSE,Low Tech,EVS,G5,W3,D1,Different foods with different taste,6756,54,22,92,49,15,109,170
1141,CBSE,Low Tech,EVS,G5,W3,D2,Identification of foods with taste and smell,5415,97,17,95,63,31,37,167
1142,CBSE,Low Tech,EVS,G5,W3,D3,Process of digestion,4873,17,24,91,38,35,31,30
1143,CBSE,Low Tech,EVS,G5,W3,D4,Importance of food and glucose in our body,5429,66,89,83,39,69,127,185
1144,CBSE,Low Tech,EVS,G5,W3,D5,How to keep us healthy,5642,41,42,26,29,97,194,42
1145,MH,Low Tech,English,G1,W3,D1,middle sounds,6145,20,25,57,75,68,60,128
1146,MH,Low Tech,English,G1,W3,D2,the story ,5738,58,22,63,66,85,35,115
1147,MH,Low Tech,English,G1,W3,D3,Objects that go together,5698,34,96,69,33,74,135,85
1148,MH,Low Tech,English,G1,W3,D4,the Number Song ,5016,12,50,12,78,66,39,150
1149,MH,Low Tech,English,G1,W3,D5,the Number Song ,6238,26,53,25,36,33,141,46
1150,MH,Low Tech,Math,G1,W3,D1,Counting and circling correct number of objects,6322,26,14,46,95,38,102,102
1151,MH,Low Tech,Math,G1,W3,D2,Counting and Writing number of objects,5217,12,34,37,44,16,43,109
1152,MH,Low Tech,Math,G1,W3,D3,Counting and Writing number of objects,6121,76,49,15,43,76,111,129
1153,MH,Low Tech,Math,G1,W3,D4,Concept and writing of 0,6152,29,37,76,13,91,136,152
1154,MH,Low Tech,Math,G1,W3,D5,Counting and matching objects to the correct number,5885,13,45,59,62,19,123,84
1155,MH,Low Tech,English,G2,W3,D1,question and answers from ,5345,29,36,53,99,47,171,108
1156,MH,Low Tech,English,G2,W3,D2,"Using ""May I"" from ""Let's speak""",3877,70,87,27,97,36,194,136
1157,MH,Low Tech,English,G2,W3,D3,Our classroom,6809,46,49,16,28,60,33,42
1158,MH,Low Tech,English,G2,W3,D4,Picture Composition 1,5550,10,83,45,31,57,124,194
1159,MH,Low Tech,English,G2,W3,D5,Picture Composition 2,6097,46,51,62,88,13,198,179
1160,MH,Low Tech,Math,G1,W3,D2,Counting and Writing number of objects,7075,12,46,65,31,19,113,31
1161,MH,Low Tech,Math,G2,W3,D2,Sequencing numbers (21,6179,63,93,68,16,94,70,189
1162,MH,Low Tech,Math,G2,W3,D3,Reading and writing numbers (21,4869,11,78,10,89,97,170,86
1163,MH,Low Tech,Math,G2,W3,D4,Writing number names (21,6058,93,67,41,37,38,175,143
1164,MH,Low Tech,Math,G2,W3,D5,Writing number names (21,5938,84,66,95,79,45,103,38
1165,MH,Low Tech,English,G3,W3,D1,Khashaba Jadhav Part 1,6676,37,66,71,14,99,187,174
1166,MH,Low Tech,English,G3,W3,D2,Khashaba Jadhav Part 2,5422,51,26,71,81,76,114,105
1167,MH,Low Tech,English,G3,W3,D3,the story ,5122,28,52,81,64,46,192,198
1168,MH,Low Tech,English,G3,W3,D3,the story ,5625,79,41,33,40,55,113,72
1169,MH,Low Tech,English,G3,W3,D5,the story ,5089,81,66,98,43,75,57,136
1170,MH,Low Tech,Math,G3,W3,D1,"Use picture representations of hundreds, tens and units to count and write number in figures and in words",6538,83,18,11,93,21,130,174
1171,MH,Low Tech,Math,G3,W3,D1,"Use picture representations of hundreds, tens and units to count and write number in figures and in words",4881,77,74,19,37,17,150,62
1172,MH,Low Tech,Math,G3,W3,D3,Fill the missing number,5709,27,63,65,39,75,128,116
1173,MH,Low Tech,Math,G3,W3,D4,Make different 3 digit numbers using a combination of 3 numbers given,6267,41,73,54,41,52,108,108
1174,MH,Low Tech,Math,G3,W3,D5,Revision,5520,36,50,38,29,57,105,110
1175,MH,Low Tech,EVS,G3,W3,D1,Importance of shelters,5039,66,29,34,67,52,51,112
1176,MH,Low Tech,EVS,G3,W3,D2,Animals who build shelters for themselves,5474,31,23,71,38,22,161,127
1177,MH,Low Tech,EVS,G3,W3,D3,Animals that find ready shelters in the surrounding,5241,80,94,36,88,87,92,164
1178,MH,Low Tech,EVS,G3,W3,D4,Shelters for domestic animals,5956,33,73,92,27,88,140,200
1179,MH,Low Tech,EVS,G3,W3,D5,Revision,5695,39,79,14,95,42,44,45
1180,MH,Low Tech,English,G4,W3,D1,the story ,5972,96,29,94,37,86,77,33
1181,MH,Low Tech,English,G4,W3,D2,making a story out of pictures,5570,59,81,70,51,42,39,113
1182,MH,Low Tech,English,G4,W3,D1,the story ,6719,99,90,87,16,69,79,106
1183,MH,Low Tech,English,G4,W3,D4,Lokmanya Tilak,4938,95,90,72,63,62,190,111
1184,MH,Low Tech,English,G4,W3,D5,Savitri Bai Phule,6337,98,64,59,63,44,154,122
1185,MH,Low Tech,Math,G4,W3,D1,List number of sides and corners for different shapes,5524,76,32,28,21,25,169,120
1186,MH,Low Tech,Math,G4,W3,D2,Identify properties of different shapes,6788,77,21,24,17,26,177,102
1187,MH,Low Tech,Math,G4,W3,D3,Practice sides and vertices of shapes,5521,59,86,33,27,28,57,161
1188,MH,Low Tech,Math,G4,W3,D4,Practice nameing sides and vertices of shapes,4952,70,43,41,51,17,188,102
1189,MH,Low Tech,Math,G4,W3,D5,Revise sides and vertices,4707,77,47,91,95,97,92,191
1190,MH,Low Tech,EVS,G4,W3,D1,Importance of water in our daily life,4956,10,79,30,97,13,40,106
1191,MH,Low Tech,EVS,G4,W3,D2,Traditional methods of water storage,5218,85,87,27,95,78,162,96
1192,MH,Low Tech,EVS,G4,W3,D3,Modern methods of water storage,5455,11,36,50,42,90,33,195
1193,MH,Low Tech,EVS,G4,W3,D4,Economical use of water,5614,42,60,68,42,48,100,140
1194,MH,Low Tech,EVS,G4,W3,D5,Revision ,5164,30,100,34,33,64,76,43
1195,MH,Low Tech,English,G5,W3,D1,Nouns,7032,12,19,16,48,18,172,98
1196,MH,Low Tech,English,G5,W3,D2,Announcements and present announcement orally,5872,94,84,90,89,11,103,147
1197,MH,Low Tech,English,G5,W3,D3,Announcements and write announcements,5062,97,91,21,85,44,196,157
1198,MH,Low Tech,English,G5,W3,D4,Story ,5785,70,95,94,23,99,63,102
1199,MH,Low Tech,English,G5,W3,D5,Verbs,6108,80,99,33,45,12,157,36
1200,MH,Low Tech,Math,G5,W3,D1,Read and Write 7 digit numbers in figures and words,4397,58,67,66,84,54,180,151
1201,MH,Low Tech,Math,G5,W3,D2,Read and Write 7 digit numbers in figures and words,4885,43,81,63,46,54,118,147
1202,MH,Low Tech,Math,G5,W3,D3,Write 7 digit numbers in expanded form,5139,10,56,88,48,100,98,104
1203,MH,Low Tech,Math,G5,W3,D4,Identify place name and values for each number in a 7 ,5327,36,11,57,68,100,109,85
1204,MH,Low Tech,Math,G5,W3,D5,Write numbers from their expanded form,6135,79,57,23,96,77,135,73
1205,MH,Low Tech,EVS,G5,W3,D1,Lithosphere and Hydrosphere,6156,92,30,96,44,30,101,112
1206,MH,Low Tech,EVS,G5,W3,D2,The atmosphere,4756,56,99,23,60,46,183,179
1207,MH,Low Tech,EVS,G5,W3,D3,Water cycle,6238,58,59,59,56,65,61,162
1208,MH,Low Tech,EVS,G5,W3,D4,Biosphere,5883,99,13,58,90,41,132,108
1209,MH,Low Tech,EVS,G5,W3,D5,Revision ,4936,25,58,86,12,27,137,167
1210,TS,Low Tech,English,G1,W3,D1,Types of vehicles,6018,55,79,60,51,81,166,136
1211,TS,Low Tech,English,G1,W3,D2,"the story ""Places near Ammu's school""",5606,56,91,52,70,65,130,81
1212,TS,Low Tech,English,G1,W3,D3,Types of places,6066,63,73,31,12,84,121,169
1213,TS,Low Tech,English,G1,W3,D4,picture talk ,5130,94,69,12,63,59,77,161
1214,TS,Low Tech,English,G1,W3,D5,"Reading and writing 'e,f,g,h'",4903,96,58,80,49,90,140,102
1215,TS,Low Tech,Math,G1,W3,D1,Picking the odd one out in a pattern,5981,35,65,27,14,31,31,78
1216,TS,Low Tech,Math,G1,W3,D2,Count and match same number of objects,5055,95,25,50,15,73,113,143
1217,TS,Low Tech,Math,G1,W3,D3,"Count and match same number of objects	",6013,25,60,39,72,19,86,61
1218,TS,Low Tech,Math,G1,W3,D4,Sing number song with action,4989,51,98,30,27,65,53,152
1219,TS,Low Tech,Math,G1,W3,D5,Writing 1 and 2,5774,31,26,56,21,61,186,195
1220,TS,Low Tech,English,G2,W3,D1,Picture reading ,4513,37,61,25,65,74,96,107
1221,TS,Low Tech,English,G2,W3,D2,"Story ""Sweety""",5660,20,76,50,12,96,99,85
1222,TS,Low Tech,English,G2,W3,D3,"Story ""Sweety"" and answer questions",4542,33,61,63,20,56,144,127
1223,TS,Low Tech,English,G2,W3,D4,"Story ""Sweety"" and answer questions",4656,56,76,86,71,90,111,77
1224,TS,Low Tech,English,G2,W3,D5,Names of fruits,6571,77,65,31,66,94,103,178
1225,TS,Low Tech,Math,G2,W3,D1,Identify how many tens in a number,4920,12,30,67,41,48,89,125
1226,TS,Low Tech,Math,G2,W3,D2,Identify biggest and smallest number,5986,68,62,71,88,30,161,114
1227,TS,Low Tech,Math,G2,W3,D3,Identify a number that falls between any 2 numbers,5486,32,18,59,31,51,70,55
1228,TS,Low Tech,Math,G2,W3,D4,Answer word problems,4877,62,46,29,53,16,199,40
1229,TS,Low Tech,Math,G2,W3,D5,Playing number games,5354,26,32,46,73,92,30,82
1230,TS,Low Tech,English,G3,W3,D1,Picture Reading ,6087,55,82,42,46,41,140,34
1231,TS,Low Tech,English,G3,W3,D2,"Story ""Swamy"" and answer questions",5219,13,95,23,22,82,186,115
1232,TS,Low Tech,English,G3,W3,D3,"Story ""Swamy and the magic beans"" and answer questions",5409,70,68,13,85,39,163,57
1233,TS,Low Tech,English,G3,W3,D4,"Story ""Swamy and the magic beans"" and answer questions",5273,40,96,98,16,82,186,179
1234,TS,Low Tech,English,G3,W3,D5,Writing ,5379,42,32,14,14,67,171,171
1235,TS,Low Tech,Math,G3,W3,D1,Biggest and smallest number,4588,77,56,85,66,19,75,167
1236,TS,Low Tech,Math,G3,W3,D2,Ascending Descending order,5276,70,33,34,73,33,53,158
1237,TS,Low Tech,Math,G3,W3,D3,Rounding to nearest number,5203,48,57,48,79,67,75,53
1238,TS,Low Tech,Math,G3,W3,D4, Expand 2 digit numbers,5633,91,19,75,30,60,62,47
1239,TS,Low Tech,Math,G3,W3,D5,Write numbers from expaded to standard form,4732,80,17,75,98,37,92,79
1240,TS,Low Tech,EVS,G3,W3,D1,Games played at home and on ground,6191,60,99,12,16,94,182,188
1241,TS,Low Tech,EVS,G3,W3,D2,Different types of games,4186,11,94,13,59,98,49,128
1242,TS,Low Tech,EVS,G3,W3,D3,Importance of playing games,6135,54,59,52,80,68,168,79
1243,TS,Low Tech,EVS,G3,W3,D4,Rules of the games,4763,81,11,84,59,82,80,112
1244,TS,Low Tech,EVS,G3,W3,D5,Revision,5829,25,15,84,30,74,187,135
1245,TS,Low Tech,English,G4,W3,D1,Grammar ,6326,97,31,14,78,52,135,148
1246,TS,Low Tech,English,G4,W3,D2,Grammar ,5949,61,18,50,38,60,166,159
1247,TS,Low Tech,English,G4,W3,D3,Grammar ,5947,20,52,54,32,58,183,161
1248,TS,Low Tech,English,G4,W3,D4,Writing ,6093,26,98,71,65,94,82,160
1249,TS,Low Tech,English,G4,W3,D5,Words with 'oo',5327,85,17,53,12,13,165,109
1250,TS,Low Tech,Math,G4,W3,D1,Sides and corners of Shapes,4938,28,86,41,52,90,34,196
1251,TS,Low Tech,Math,G4,W3,D2,Draw pictures using only shapes,4934,67,15,11,93,72,164,194
1252,TS,Low Tech,Math,G4,W3,D3,Draw shapes on dotted paper,5528,14,55,72,48,43,157,95
1253,TS,Low Tech,Math,G4,W3,D4,Trace objects to identify shapes,4902,70,54,99,24,40,141,155
1254,TS,Low Tech,Math,G4,W3,D5,Identify and count shapes in pictures.,5849,93,95,64,14,98,111,126
1255,TS,Low Tech,EVS,G4,W3,D1,Ears of animals,6410,14,17,23,38,22,49,110
1256,TS,Low Tech,EVS,G4,W3,D2,Skin of animals,5315,60,90,17,29,76,45,121
1257,TS,Low Tech,EVS,G4,W3,D3,Animal and uses,5055,40,94,53,32,13,65,163
1258,TS,Low Tech,EVS,G4,W3,D4,Pet animals,5440,48,29,50,25,82,35,81
1259,TS,Low Tech,EVS,G4,W3,D5,Revision ,5629,80,86,71,53,30,64,170
1260,TS,Low Tech,English,G5,W3,D1,"Poem ""The best of friends""",5765,20,90,77,93,13,72,99
1261,TS,Low Tech,English,G5,W3,D2,"Poem ""The best of friends"" and answer questions",5095,69,61,77,63,72,111,199
1262,TS,Low Tech,English,G5,W3,D3,Writing ,4689,66,46,90,15,48,65,139
1263,TS,Low Tech,English,G5,W3,D4,Our feelings,6572,90,99,12,86,58,134,32
1264,TS,Low Tech,English,G5,W3,D5,Revision Punctuation,5435,61,43,15,51,35,79,147
1265,TS,Low Tech,Math,G5,W3,D1,Word Problems,5253,83,28,88,83,15,181,37
1266,TS,Low Tech,Math,G5,W3,D2,Word Problems,4830,84,87,35,27,45,155,137
1267,TS,Low Tech,Math,G5,W3,D3,Multiply using long multiplication,4959,22,39,95,32,16,146,136
1268,TS,Low Tech,Math,G5,W3,D4,Multiply using grid method,5751,86,100,33,43,89,99,137
1269,TS,Low Tech,Math,G5,W3,D5,Revise multiplication methods,6039,71,82,31,70,22,113,172
1270,TS,Low Tech,EVS,G5,W3,D1,Components for growth of a plant,5885,59,25,56,62,96,88,157
1271,TS,Low Tech,EVS,G5,W3,D2,Advantages of trees,6139,40,70,57,93,58,120,172
1272,TS,Low Tech,EVS,G5,W3,D3,How to plant a tree?,6383,78,49,35,36,63,38,185
1273,TS,Low Tech,EVS,G5,W3,D4,Council for green revolution,4498,82,70,23,54,38,156,37
1274,TS,Low Tech,EVS,G5,W3,D5,Revision ,4515,41,56,87,88,23,159,158
1275,KA,Low Tech,English,G1,W3,D1,Describing words,5549,78,24,11,97,49,180,129
1276,KA,Low Tech,English,G1,W3,D2,Writing ,5936,45,10,55,99,40,95,175
1277,KA,Low Tech,English,G1,W3,D3,Text,6500,40,50,40,52,44,159,199
1278,KA,Low Tech,English,G1,W3,D3,Text,5667,28,93,13,26,40,55,69
1279,KA,Low Tech,English,G1,W3,D5,Greetings,5064,12,89,18,58,33,87,33
1280,KA,Low Tech,Math,G1,W3,D1,Match objects with equal number,5583,40,84,57,28,54,95,59
1281,KA,Low Tech,Math,G1,W3,D2,Identify more less groups in pictures,6285,14,28,71,59,74,104,77
1282,KA,Low Tech,Math,G1,W3,D3,Count numbers 1,4862,87,29,95,31,58,97,195
1283,KA,Low Tech,Math,G1,W3,D4,Match groups having equal number of objects (1,6143,95,86,75,29,85,81,120
1284,KA,Low Tech,Math,G1,W3,D5,Revising counting numbers 1,4682,69,61,86,46,44,89,94
1285,KA,Low Tech,EVS,G1,W3,D1,Importance of water,6460,85,51,33,16,10,190,88
1286,KA,Low Tech,EVS,G1,W3,D2,Daily activities that need water,6028,60,96,30,50,51,78,132
1287,KA,Low Tech,EVS,G1,W3,D3,Sources of water,4666,66,76,75,67,61,63,132
1288,KA,Low Tech,EVS,G1,W3,D4,How to save water,4171,68,85,58,60,26,77,132
1289,KA,Low Tech,EVS,G1,W3,D5,Revision,6263,45,15,65,37,72,170,44
1290,KA,Low Tech,English,G2,W3,D1,Grammar,4205,23,91,88,83,13,131,172
1291,KA,Low Tech,English,G2,W3,D2,Animals and their homes,5802,20,78,38,88,30,142,171
1292,KA,Low Tech,English,G2,W3,D3,Writing practice,5707,65,51,22,33,94,68,137
1293,KA,Low Tech,English,G2,W3,D4,Writing practice,5397,95,15,26,77,22,108,64
1294,KA,Low Tech,English,G2,W3,D5,Revision ,5050,80,24,83,39,58,66,41
1295,KA,Low Tech,Math,G2,W3,D1,"Before, After and Between",5048,90,73,75,24,84,40,92
1296,KA,Low Tech,Math,G2,W3,D2,"Practice Before, After and Between",5286,83,22,18,45,77,198,149
1297,KA,Low Tech,Math,G2,W3,D3,Big and Small numbers,4780,10,14,23,88,80,65,189
1298,KA,Low Tech,Math,G2,W3,D4,Biggest and Smallest Numbers,4921,36,85,95,27,48,64,36
1299,KA,Low Tech,Math,G2,W3,D5,Ascending Descending Order,6317,16,82,45,10,48,117,74
1300,KA,Low Tech,EVS,G2,W3,D1,Different types of plants in our surroundings,5902,36,97,84,78,87,66,75
1301,KA,Low Tech,EVS,G2,W3,D2,Parts of plants,6453,91,29,36,73,96,65,76
1302,KA,Low Tech,EVS,G2,W3,D3,Plants of different shapes and sizes in our surrounding,5868,100,53,65,38,29,135,136
1303,KA,Low Tech,EVS,G2,W3,D4,Different types of leaves and flowers in our surroundings,5584,36,52,80,27,86,62,170
1304,KA,Low Tech,EVS,G2,W3,D5,Revision ,5127,75,58,98,87,84,148,45
1305,KA,Low Tech,English,G3,W3,D1,Poem ,6074,17,66,54,87,49,154,135
1306,KA,Low Tech,English,G3,W3,D2,Story ,6168,74,14,15,96,86,107,118
1307,KA,Low Tech,English,G3,W3,D3,Story,5760,32,66,49,76,100,162,194
1308,KA,Low Tech,English,G3,W3,D4,Story,5965,13,68,90,49,14,173,98
1309,KA,Low Tech,English,G3,W3,D5,"Opposite words using dis, un,im",4778,79,51,40,81,28,89,123
1310,KA,Low Tech,Math,G3,W3,D1,"After, before and between",5075,60,63,27,14,72,55,95
1311,KA,Low Tech,Math,G3,W3,D2,Ascending Descending order,5266,59,34,58,58,85,98,200
1312,KA,Low Tech,Math,G3,W3,D3,Framing numbers,6858,83,28,28,39,23,33,115
1313,KA,Low Tech,Math,G3,W3,D4,Number lines,5064,82,14,85,84,96,60,179
1314,KA,Low Tech,Math,G3,W3,D5,Using number line to answer questions,5424,95,37,80,17,25,136,164
1315,KA,Low Tech,EVS,G3,W3,D1,Living and non,5461,43,60,20,43,29,168,52
1316,KA,Low Tech,EVS,G3,W3,D2,Similarities between plants and animals,5443,52,52,68,33,10,68,124
1317,KA,Low Tech,EVS,G3,W3,D3,Differences between plants and animals,6671,26,18,69,24,74,156,177
1318,KA,Low Tech,EVS,G3,W3,D4,Differences between plants and animals,5585,31,89,41,75,46,138,143
1319,KA,Low Tech,EVS,G3,W3,D5,Revision,5648,81,20,57,57,12,33,181
1320,KA,Low Tech,English,G4,W3,D1,Picture Reading ,5086,15,75,55,100,35,74,157
1321,KA,Low Tech,English,G4,W3,D2,"Story ""Speak the truth""",6127,51,96,13,10,63,186,47
1322,KA,Low Tech,English,G4,W3,D3,"Story ""Speak the truth"" and answer questions",5607,57,58,77,16,46,157,102
1323,KA,Low Tech,English,G4,W3,D4,Punctuations in paragraphs,5380,42,78,22,82,28,195,97
1324,KA,Low Tech,English,G4,W3,D5,Family member riddles,6354,57,95,44,40,22,113,97
1325,KA,Low Tech,Math,G4,W3,D1,Place and Face Value,6159,85,60,45,73,26,168,116
1326,KA,Low Tech,Math,G4,W3,D2,Filling missing numbers in a numberline,7132,58,33,37,80,85,44,173
1327,KA,Low Tech,Math,G4,W3,D3,Identifying largest and smallest in 4 digit numbers,5345,90,22,74,20,61,73,137
1328,KA,Low Tech,Math,G4,W3,D4,4 digits in ascending and descending order,4388,70,21,83,86,89,117,48
1329,KA,Low Tech,Math,G4,W3,D5,Forming 4 digit numbers from given numbers,5090,34,52,15,44,23,87,121
1330,KA,Low Tech,EVS,G4,W3,D1,Forest,4661,73,34,25,23,74,35,131
1331,KA,Low Tech,EVS,G4,W3,D2,Trees in forest and in our surroundings,4632,93,29,60,50,10,178,148
1332,KA,Low Tech,EVS,G4,W3,D3,Uses of forest trees,5857,76,80,33,84,47,186,56
1333,KA,Low Tech,EVS,G4,W3,D4,Importance of growing trees,4311,98,32,83,97,28,61,53
1334,KA,Low Tech,EVS,G4,W3,D5,Revision,6671,53,80,82,12,89,174,109
1335,KA,Low Tech,English,G5,W3,D1,Grammar ,5094,57,28,42,95,10,78,164
1336,KA,Low Tech,English,G5,W3,D2,Grammar ,5947,85,53,94,25,42,67,146
1337,KA,Low Tech,English,G5,W3,D3,Writing ,5545,39,10,50,65,20,61,55
1338,KA,Low Tech,English,G5,W3,D4,Read the poem ,5718,52,78,45,62,77,82,165
1339,KA,Low Tech,English,G5,W3,D5,Read the poem ,7215,81,32,92,73,89,76,140
1340,KA,Low Tech,Math,G5,W3,D1,Subtracting 4 digit numbers without borrowing,5742,46,66,85,80,45,69,187
1341,KA,Low Tech,Math,G5,W3,D2,Subtacting 4 digit numbers by borrowing,4166,58,45,87,20,55,147,98
1342,KA,Low Tech,Math,G5,W3,D3,Subtracting 5 digit from 5 digit number without borrowing,5959,91,51,50,92,39,163,173
1343,KA,Low Tech,Math,G5,W3,D4,Subtracting 5 digit from 5 digit number with borrowing,5639,77,17,83,42,44,146,184
1344,KA,Low Tech,Math,G5,W3,D5,Subtracting 4 digit from 5 digit number,4774,42,53,47,73,87,81,176
1345,KA,Low Tech,EVS,G5,W3,D1,Types of communities and their features,6378,22,32,84,66,48,85,31
1346,KA,Low Tech,EVS,G5,W3,D2,Rural community,6255,10,81,14,41,10,112,40
1347,KA,Low Tech,EVS,G5,W3,D3,Urban community,4990,69,75,45,76,21,113,175
1348,KA,Low Tech,EVS,G5,W3,D4,Tribal community,5893,13,88,12,68,88,38,195
1349,KA,Low Tech,EVS,G5,W3,D5,Revision,5419,11,18,43,30,42,50,136
1350,CBSE,High Tech,English,G1,W3,D1,the poem ,3596,39,83,57,95,40,82,105
1351,CBSE,High Tech,English,G1,W3,D2,"questions from ""After a bath""",3839,72,76,84,91,27,30,96
1352,CBSE,High Tech,English,G1,W3,D3,Objects that go together,5523,68,14,31,68,56,112,36
1353,CBSE,High Tech,English,G1,W3,D4,Drawing about our friends,5111,29,94,98,83,89,129,38
1354,CBSE,High Tech,English,G1,W3,D5,Drawing curved line patterns,5556,59,33,72,67,44,98,142
1355,CBSE,High Tech,Math,G1,W3,D1,Matching similar shapes,5521,25,39,76,100,74,139,135
1356,CBSE,High Tech,Math,G1,W3,D2,Matching similar shapes,5491,63,75,34,82,42,150,176
1357,CBSE,High Tech,Math,G1,W3,D3,Rolling and sliding,4971,16,53,23,10,32,38,55
1358,CBSE,High Tech,Math,G1,W3,D4,Shapes of similar sizes,6439,92,33,24,78,43,160,63
1359,CBSE,High Tech,Math,G1,W3,D5,Use shapes to make figures,4758,86,13,47,63,73,89,133
1360,CBSE,High Tech,English,G2,W3,D1,the poem ,5638,59,22,61,97,27,37,148
1361,CBSE,High Tech,English,G2,W3,D2,Kang has a dream,6006,74,62,55,93,99,129,59
1362,CBSE,High Tech,English,G2,W3,D3,Actions of animals,4850,26,59,80,83,62,127,111
1363,CBSE,High Tech,English,G2,W3,D4,"Using ""can"" and ""cannot""",5632,56,30,59,74,23,124,46
1364,CBSE,High Tech,English,G2,W3,D5,the story ,3917,87,69,75,100,35,108,50
1365,CBSE,High Tech,Math,G2,W3,D1,Ascending order,5273,80,45,43,14,42,167,145
1366,CBSE,High Tech,Math,G2,W3,D2,Descending order,5897,69,13,37,50,20,53,70
1367,CBSE,High Tech,Math,G2,W3,D3,Ordinal Numbers,4981,85,96,54,44,17,172,89
1368,CBSE,High Tech,Math,G2,W3,D4,Using Ordinal Numbers,6109,33,10,16,60,39,165,170
1369,CBSE,High Tech,Math,G2,W3,D5,Counting in groups of 10,5252,42,74,15,32,61,127,49
1370,CBSE,High Tech,English,G3,W3,D1,putting a jumbled story correctly,4303,87,32,78,25,54,150,100
1371,CBSE,High Tech,English,G3,W3,D2,drawing a bird,6076,57,39,15,48,37,63,174
1372,CBSE,High Tech,English,G3,W3,D3,Describing words,5529,42,91,66,57,17,43,131
1373,CBSE,High Tech,English,G3,W3,D4,"saying words using ""sp",5917,67,29,54,84,68,67,147
1374,CBSE,High Tech,English,G3,W3,D5,"saying words using ""sc",5972,17,60,82,75,22,189,194
1375,CBSE,High Tech,Math,G3,W3,D1,Number patterns,5191,17,88,95,44,26,125,127
1376,CBSE,High Tech,Math,G3,W3,D2,Common multiples ,5689,91,76,45,12,97,163,75
1377,CBSE,High Tech,Math,G3,W3,D3,Expanding 3 digit numbers using pictures,5975,92,37,82,64,11,162,31
1378,CBSE,High Tech,Math,G3,W3,D4,Counting and write number in standard form,4994,31,15,47,37,58,30,170
1379,CBSE,High Tech,Math,G3,W3,D5,Counting and write number in standard form,5838,62,16,81,93,36,75,60
1380,CBSE,High Tech,EVS,G3,W3,D1,Importance of water in our daily life,4684,18,93,92,88,49,96,100
1381,CBSE,High Tech,EVS,G3,W3,D2,Sources of water,6082,80,16,35,87,94,119,169
1382,CBSE,High Tech,EVS,G3,W3,D3,Containers for storage of water,5673,21,99,65,66,75,193,125
1383,CBSE,High Tech,EVS,G3,W3,D4,Ways to save water,5041,67,41,27,24,89,56,120
1384,CBSE,High Tech,EVS,G3,W3,D5,Revision,4969,35,59,31,70,33,46,176
1385,CBSE,High Tech,English,G4,W3,D1,the poem ,5359,39,38,100,76,39,188,57
1386,CBSE,High Tech,English,G4,W3,D2,the poem ,4899,92,60,87,62,62,125,49
1387,CBSE,High Tech,English,G4,W3,D3,words to describe faces,4749,29,52,31,34,77,46,81
1388,CBSE,High Tech,English,G4,W3,D4,favourite fruits,5874,38,74,91,62,12,147,79
1389,CBSE,High Tech,English,G4,W3,D5,punctuation,5215,85,43,53,37,10,155,178
1390,CBSE,High Tech,Math,G4,W3,D1,Converting m to cm,5936,64,23,91,15,35,109,88
1391,CBSE,High Tech,Math,G4,W3,D2,Solving word problems involving m and cm,6628,36,37,87,57,23,60,141
1392,CBSE,High Tech,Math,G4,W3,D3,Multiplication as repeated addition,6207,10,49,56,11,98,188,55
1393,CBSE,High Tech,Math,G4,W3,D4,Multiplication as repeated addition,5129,36,29,55,10,41,168,39
1394,CBSE,High Tech,Math,G4,W3,D5,Estimating time to nearest hour,4748,82,50,59,75,43,99,35
1395,CBSE,High Tech,EVS,G4,W3,D1,Life and habits of elephants,4986,49,47,48,65,59,82,85
1396,CBSE,High Tech,EVS,G4,W3,D2,Advantages and disadvantages of living in groups,6321,92,72,83,28,10,99,43
1397,CBSE,High Tech,EVS,G4,W3,D3,Life of some animals in herds,5626,57,13,29,23,20,68,115
